Transaction,Children,Units Sold,Revenue
1363,0,4,13.06
1364,4,6,17.99
1365,3,4,11.81
1366,3,3,1.29
1367,3,6,19.92
1368,2,3,4.29
1369,0,2,10.32
1370,3,4,13.55
1371,3,6,8.4
1372,5,6,10.61
1373,4,3,13.35
1374,2,4,2.96
1375,2,6,31.1
1376,0,4,15.49
1377,3,5,10.37
1378,1,4,16.59
1379,1,1,1.32
1380,1,3,5.65
1381,5,5,14.76
1382,0,3,18.29
1383,2,4,12.65
1384,3,3,11.33
1385,4,5,9.29
1386,2,5,8.99
1387,3,5,17.92
1388,0,5,5.13
1389,0,3,17.46
1390,0,5,16.27
1391,1,2,1.57
1392,2,4,8.29
1393,1,4,15.18
1394,1,3,15.54
1395,4,5,10.56
1396,1,3,15.56
1397,2,4,4.14
1398,0,5,20.52
1399,4,5,7.84
1400,3,4,10.63
1401,3,3,2.7
1402,5,2,5.44
1403,2,4,7.1
1404,1,4,16.3
1405,3,4,7.98
1406,1,3,18.47
1407,4,5,4.66
1408,1,3,20.05
1409,4,6,29.04
1410,2,3,15.7
1411,0,5,20.65
1412,4,6,9.08
1413,5,7,11.8
1414,3,4,12.41
1415,3,5,12.69
1416,2,3,9.56
1417,1,6,15.7
1418,1,4,7.77
1419,1,3,11.47
1420,4,4,16.8
1421,4,4,6.08
1422,2,4,8.94
1423,2,5,9.66
1424,3,5,9.57
1425,4,6,9.93
1426,4,4,14.7
1427,2,4,13.34
1428,5,5,12.21
1429,0,4,4
1430,2,2,6.25
1431,5,4,14.45
1432,3,3,9.16
1433,1,4,13.57
1434,1,3,11.99
1435,5,3,12.2
1436,0,4,20
1437,1,5,6
1438,1,5,24.75
1439,2,4,5.28
1440,3,4,13.38
1441,4,5,49
1442,4,3,15.13
1443,0,3,5.29
1444,4,4,4.49
1445,1,2,3.54
1446,4,3,4.37
1447,1,5,5.08
1448,1,5,10.04
1449,3,5,15.65
1450,1,3,24.14
1451,3,3,4.9
1452,5,4,12.43
1453,2,3,5.23
1454,5,5,12.9
1455,1,5,7.08
1456,1,4,4.34
1457,3,1,1.68
1458,4,5,2.54
1459,3,2,4.09
1460,5,5,13.42
1461,0,5,14.03
1462,4,4,20.53
1463,3,3,7.67
1464,4,3,14.13
1465,1,3,16.82
1466,2,5,11.66
1467,4,5,30.74
1468,4,4,4.16
1469,0,3,7.03
1470,1,4,30.26
1471,3,4,6.87
1472,4,6,6.64
1473,1,4,5.28
1474,3,4,10.8
1475,1,4,7
1476,0,3,4.72
1477,0,3,11.04
1478,2,4,6.04
1479,2,5,8.1
1480,2,5,33.97
1481,3,6,7.16
1482,5,3,13.25
1483,1,3,9.96
1484,2,3,8.37
1485,4,5,10.23
1486,3,6,22.14
1487,4,5,20.52
1488,4,3,15.39
1489,2,4,14.78
1490,1,2,8.59
1491,2,5,41.04
1492,2,5,25.35
1493,0,2,9.45
1494,2,3,7.83
1495,3,4,33
1496,3,3,3.5
1497,4,7,25.1
1498,2,4,28.42
1499,4,5,23.85
1500,0,3,2.09
1501,1,4,11.84
1502,4,4,16.26
1503,5,3,6.8
1504,0,5,11.42
1505,2,4,26.7
1506,1,4,3.38
1507,4,5,6.97
1508,3,5,3.75
1509,1,4,7.81
1510,3,5,18.5
1511,3,6,29.22
1512,2,5,21.31
1513,0,2,2.9
1514,2,4,5.47
1515,1,6,13.05
1516,5,5,2.27
1517,2,5,5.8
1518,2,2,4.7
1519,1,3,1.72
1520,1,1,6.23
1521,2,3,14.08
1522,2,4,8.75
1523,4,5,10.32
1524,0,4,6.53
1525,4,6,7.24
1526,3,3,17.49
1527,4,3,12.67
1528,3,4,2.12
1529,3,5,3.93
1530,3,4,11.28
1531,4,4,3.48
1532,1,4,5.66
1533,2,3,9.09
1534,1,3,5.04
1535,4,5,4.43
1536,2,2,7.74
1537,4,3,9.67
1538,0,3,20.33
1539,3,5,2.81
1540,3,5,11.04
1541,2,4,6.37
1542,1,5,22.5
1543,3,4,8.46
1544,2,3,11.74
1545,3,4,10.66
1546,5,4,13.16
1547,3,3,1.63
1548,2,3,11.09
1549,2,5,7.85
1550,4,5,13.46
1551,3,3,21.36
1552,0,5,30.24
1553,4,4,30.62
1554,4,4,12.94
1555,5,6,25.38
1556,1,4,25.75
1557,1,3,3.87
1558,2,6,19.98
1559,1,3,2.33
1560,1,5,5.98
1561,1,4,7.38
1562,3,5,29.84
1563,2,4,9.77
1564,0,3,11.64
1565,3,4,24.68
1566,4,5,20.75
1567,1,5,20.63
1568,3,6,15.22
1569,3,5,30.91
1570,4,5,15.71
1571,5,1,3.43
1572,4,3,14.19
1573,2,3,4.39
1574,3,4,13.57
1575,2,5,22.68
1576,2,5,23.5
1577,4,6,11.26
1578,5,3,18.65
1579,3,5,3.32
1580,4,2,4.54
1581,3,5,3.17
1582,4,3,4.62
1583,3,4,3.02
1584,4,5,4.6
1585,4,2,3.84
1586,3,5,29.79
1587,5,4,7.44
1588,1,5,8.7
1589,1,1,5.49
1590,1,4,21.33
1591,3,4,13.44
1592,4,2,8.37
1593,2,5,3.62
1594,4,6,33.67
1595,1,5,3.06
1596,0,2,5.52
1597,1,5,11.63
1598,2,3,10.61
1599,2,3,7.28
1600,3,6,14.78
1601,2,5,32.76
1602,4,4,8.39
1603,3,3,7.41
1604,4,3,4.51
1605,2,5,7.99
1606,3,3,30.78
1607,4,5,2
1608,3,6,6.72
1609,2,3,10.76
1610,5,7,22.33
1611,1,6,8.82
1612,2,5,9.4
1613,2,3,4.84
1614,1,3,9.23
1615,3,5,7.54
1616,2,4,6.19
1617,0,3,15.23
1618,0,5,9.03
1619,1,3,21.31
1620,2,3,5.1
1621,1,2,5.52
1622,3,5,14.36
1623,1,3,12.7
1624,3,3,19.08
1625,5,4,5.18
1626,2,4,6.51
1627,2,4,11.57
1628,1,4,12.69
1629,0,4,9.8
1630,4,4,8.1
1631,5,3,13.25
1632,4,2,7.45
1633,4,4,5.35
1634,4,2,13.39
1635,2,4,9.54
1636,2,4,5.23
1637,4,2,7.22
1638,1,2,2.3
1639,2,5,9.86
1640,3,4,15.12
1641,2,4,5.1
1642,0,3,7.08
1643,2,4,3.69
1644,0,6,12.04
1645,3,2,1.85
1646,0,4,8.49
1647,1,3,8.46
1648,3,3,12.56
1649,4,5,4.7
1650,4,5,12.38
1651,3,4,11.09
1652,4,4,8.11
1653,4,6,19.62
1654,3,5,6.91
1655,4,4,23.52
1656,1,5,6.72
1657,3,2,4.08
1658,3,3,2.36
1659,1,5,13.19
1660,3,3,6.84
1661,5,5,6.05
1662,0,3,3.22
1663,2,2,7.68
1664,4,5,15.7
1665,0,3,4.86
1666,4,2,22.32
1667,0,2,4.98
1668,2,4,11.47
1669,2,4,24.45
1670,5,4,22.15
1671,1,3,13.42
1672,2,5,3.22
1673,4,3,21.3
1674,0,2,10.64
1675,2,3,5.07
1676,0,4,14.2
1677,0,5,12.94
1678,3,5,9.96
1679,4,5,25.23
1680,3,6,16.98
1681,5,4,5.04
1682,3,4,12.42
1683,5,3,18.29
1684,2,4,6.08
1685,1,4,5.16
1686,5,4,9.6
1687,4,3,18.27
1688,2,5,4.16
1689,3,2,9.41
1690,0,2,8.5
1691,4,5,27.23
1692,0,3,5.51
1693,0,5,4.25
1694,0,4,9.31
1695,4,6,33.66
1696,1,6,11.71
1697,3,5,3.54
1698,3,5,17.7
1699,2,2,4.27
1700,5,5,16.12
1701,1,4,9.31
1702,1,2,3.35
1703,1,4,7.59
1704,4,4,15.07
1705,3,3,5.91
1706,2,5,21.12
1707,4,4,14.33
1708,1,2,4.18
1709,2,5,15.92
1710,0,3,8.78
1711,3,1,4.47
1712,4,4,4.95
1713,4,5,11.6
1714,3,5,4.39
1715,5,3,17.37
1716,4,4,7.52
1717,4,4,2.39
1718,5,5,21.23
1719,3,1,6.57
1720,3,5,34.41
1721,1,4,3.87
1722,3,4,15.73
1723,2,2,6.94
1724,4,3,20.22
1725,1,2,7.85
1726,4,4,7.72
1727,4,5,6.89
1728,1,4,6
1729,0,2,9.48
1730,3,3,7.06
1731,0,2,8.51
1732,2,4,14.43
1733,0,4,8.75
1734,2,5,11.5
1735,2,4,11.84
1736,1,4,10.42
1737,1,4,20.16
1738,4,4,9.9
1739,4,4,15.91
1740,2,2,7.34
1741,4,4,10.69
1742,0,4,4.97
1743,1,4,8.01
1744,2,5,16.69
1745,3,1,9.3
1746,0,5,24.48
1747,2,1,3.32
1748,1,2,10.7
1749,2,4,7.8
1750,3,4,7.45
1751,5,3,27.75
1752,3,4,12.79
1753,2,3,18.71
1754,4,3,5.34
1755,5,4,8.42
1756,5,5,11.99
1757,5,4,7.77
1758,2,6,22.46
1759,2,3,9.48
1760,3,5,15.81
1761,3,6,29.27
1762,4,3,12.58
1763,1,5,11.88
1764,4,3,24.68
1765,2,4,12.31
1766,1,4,7.82
1767,4,5,12.31
1768,4,5,4.96
1769,2,6,12.77
1770,2,4,11.06
1771,2,4,14.32
1772,2,3,11.83
1773,1,2,15.49
1774,5,5,14.82
1775,1,5,24.45
1776,0,3,12.35
1777,5,4,5.05
1778,4,4,20.58
1779,4,5,24.75
1780,5,4,12.4
1781,0,5,27.55
1782,5,4,1.74
1783,3,5,6.05
1784,3,1,7.56
1785,4,2,5.26
1786,3,5,17.64
1787,2,4,21.38
1788,2,4,20.94
1789,4,5,5.88
1790,0,4,13.94
1791,3,5,8.32
1792,1,3,6.24
1793,5,4,10.74
1794,3,6,7.62
1795,1,3,12.82
1796,3,4,12.9
1797,4,4,5.95
1798,3,5,15.71
1799,5,4,9.68
1800,4,3,4.82
1801,0,5,5.93
1802,2,3,9.18
1803,3,5,30.98
1804,5,3,5.13
1805,3,4,8.82
1806,3,3,1.54
1807,3,5,33.23
1808,1,3,26.55
1809,5,3,4.8
1810,2,4,13.86
1811,2,3,7.96
1812,1,4,14.59
1813,1,5,20.63
1814,2,4,3.78
1815,4,5,23
1816,0,3,23.73
1817,4,4,7.07
1818,1,3,21.53
1819,4,5,17.99
1820,2,2,10.54
1821,5,6,13.88
1822,0,5,21.38
1823,0,3,10.06
1824,4,4,10.9
1825,1,2,8.42
1826,2,4,7.48
1827,5,3,9.08
1828,0,3,17.7
1829,4,2,7.49
1830,4,5,2.65
1831,4,2,4.75
1832,4,5,28.64
1833,4,6,21.84
1834,0,4,20.07
1835,5,4,5.68
1836,2,4,9.56
1837,4,6,18.7
1838,3,6,24.86
1839,3,4,15.98
1840,4,4,11.68
1841,3,5,10.62
1842,1,5,6.4
1843,4,5,10.06
1844,4,5,9.41
1845,4,5,6.03
1846,4,4,12.1
1847,1,5,30.89
1848,2,2,1.87
1849,4,4,6.44
1850,3,3,8
1851,2,2,5.98
1852,2,2,4.7
1853,4,4,9.17
1854,2,5,8.4
1855,1,5,10.63
1856,4,3,1.38
1857,3,4,6.61
1858,5,4,22.27
1859,1,4,18.11
1860,4,6,9.24
1861,1,3,25.99
1862,2,4,18.65
1863,0,3,8.28
1864,0,4,2.42
1865,0,3,4.16
1866,0,4,6.79
1867,3,4,12.31
1868,4,5,11.81
1869,3,5,5.16
1870,2,5,19.07
1871,3,3,4.69
1872,3,3,2.39
1873,3,3,25.12
1874,5,4,27.14
1875,1,5,22.88
1876,2,2,10.03
1877,3,4,18.02
1878,4,5,20.22
1879,1,3,18.07
1880,5,3,15.12
1881,5,5,8.55
1882,4,2,5.7
1883,4,4,18.72
1884,3,4,14.88
1885,5,5,2.33
1886,3,4,30.58
1887,1,4,16.44
1888,2,3,5.54
1889,2,4,35.52
1890,3,4,6.16
1891,3,6,26.68
1892,3,4,7.21
1893,2,3,8.3
1894,5,3,22.54
1895,4,3,4.42
1896,1,4,11.7
1897,3,5,4.68
1898,4,6,26.43
1899,2,3,18.28
1900,2,3,6.23
1901,2,4,4.23
1902,5,6,11.14
1903,5,4,27
1904,3,4,7.81
1905,1,3,20.45
1906,5,6,11.4
1907,5,6,17.14
1908,3,4,22.13
1909,1,3,5.04
1910,2,3,10.32
1911,2,3,3.04
1912,3,5,14.11
1913,3,3,10.38
1914,4,2,4.92
1915,0,2,0.9
1916,1,6,14.53
1917,0,6,7.01
1918,4,5,16.5
1919,5,5,22.74
1920,4,4,4.59
1921,2,5,8.42
1922,2,5,32.55
1923,1,4,15.83
1924,1,2,5.72
1925,3,6,3.38
1926,2,4,25.75
1927,4,5,32.64
1928,4,5,4.7
1929,1,3,20.75
1930,2,5,9.4
1931,2,2,11.2
1932,5,4,11.88
1933,3,3,15.41
1934,3,4,7.23
1935,1,3,8.57
1936,0,4,18.84
1937,2,4,20.76
1938,3,4,7.38
1939,2,3,22.36
1940,2,4,16.34
1941,0,5,18.98
1942,1,4,9.8
1943,4,5,17.67
1944,2,2,3.59
1945,2,5,15.17
1946,2,5,13.88
1947,3,6,20.74
1948,3,3,11.47
1949,5,5,4.7
1950,1,6,15.87
1951,3,5,2.57
1952,4,4,11.64
1953,2,5,11.2
1954,4,4,16.45
1955,1,2,3.28
1956,4,4,11.59
1957,1,2,3.18
1958,5,5,23
1959,4,4,7.3
1960,5,6,12.72
1961,1,3,7.08
1962,3,2,5.96
1963,1,3,3.65
1964,0,3,21.28
1965,2,3,13.01
1966,1,2,5.89
1967,1,2,20.38
1968,0,6,13.3
1969,3,3,10.97
1970,3,6,10.71
1971,5,6,10.56
1972,4,6,15.83
1973,2,4,16.92
1974,2,5,17.73
1975,0,6,37
1976,2,3,4.35
1977,2,4,4.58
1978,5,3,21.47
1979,3,5,9.48
1980,1,3,10.46
1981,5,3,4.75
1982,5,5,14.26
1983,1,2,18.51
1984,3,2,4.7
1985,3,4,26.8
1986,2,4,7.15
1987,1,6,21.72
1988,5,2,6.12
1989,1,4,27.6
1990,4,5,19.52
1991,4,4,9.91
1992,3,4,23.1
1993,1,4,6.76
1994,5,5,12.82
1995,5,4,17.57
1996,4,3,9.03
1997,2,4,12.5
1998,4,4,11.56
1999,4,5,24.88
2000,3,4,10.9
2001,1,3,7.02
2002,4,4,10.92
2003,0,2,4.18
2004,1,4,6.36
2005,2,2,14.82
2006,1,3,10.19
2007,3,4,3.22
2008,4,5,6.96
2009,5,3,8.61
2010,3,3,6.6
2011,2,3,14.85
2012,2,5,8.7
2013,3,7,14.94
2014,3,3,22.39
2015,2,2,3.94
2016,4,5,40.32
2017,4,3,22.03
2018,1,5,10.68
2019,3,4,8.22
2020,4,5,8.56
2021,3,3,5.21
2022,4,6,9.94
2023,2,4,8.19
2024,0,4,14.92
2025,1,6,2.56
2026,3,4,14.04
2027,3,5,23.94
2028,3,6,32.97
2029,4,3,9.01
2030,5,5,15.37
2031,2,4,7.95
2032,1,5,9.73
2033,3,2,13.56
2034,4,3,6.37
2035,3,5,6.44
2036,2,4,4.2
2037,0,2,11.7
2038,1,3,6.54
2039,3,5,15.25
2040,4,3,11.57
2041,3,3,20.7
2042,5,5,31.04
2043,4,6,29.5
2044,2,4,10.66
2045,1,6,34.68
2046,2,3,15.86
2047,3,5,13.73
2048,1,4,10.35
2049,4,3,12.82
2050,5,3,11.88
2051,5,6,22.91
2052,1,5,21.41
2053,1,2,3.19
2054,2,3,9.32
2055,1,4,33.76
2056,5,5,13.53
2057,0,3,6.07
2058,1,5,8.28
2059,2,5,3.71
2060,3,2,5.66
2061,3,5,15.13
2062,1,3,12.6
2063,2,6,10.75
2064,3,3,25.02
2065,3,3,15.12
2066,5,4,13.56
2067,3,6,10.62
2068,5,6,17.76
2069,1,4,13.76
2070,2,5,9.08
2071,4,6,21.51
2072,4,6,16.91
2073,1,1,1.71
2074,5,3,18.96
2075,2,4,11.84
2076,5,4,22.58
2077,0,3,5.84
2078,4,5,11.05
2079,2,6,12.96
2080,2,5,26.8
2081,2,4,20.3
2082,2,3,14.63
2083,4,4,12.64
2084,4,2,6.92
2085,1,4,2.28
2086,2,2,4.16
2087,4,5,42.44
2088,3,5,25.08
2089,0,3,17.78
2090,1,6,36.89
2091,3,5,22.04
2092,1,2,5.98
2093,2,4,18.48
2094,5,4,11.45
2095,5,5,12.78
2096,3,4,16.38
2097,1,4,8.57
2098,3,4,6.72
2099,3,6,15
2100,5,4,11.92
2101,4,5,27.65
2102,5,4,13.31
2103,5,7,9.35
2104,1,5,2.25
2105,5,5,9.83
2106,1,3,9.39
2107,0,5,6.68
2108,4,6,11.53
2109,0,3,10.89
2110,4,3,7.46
2111,2,5,18.29
2112,2,3,16.13
2113,2,4,20.62
2114,3,3,12.48
2115,3,4,20.92
2116,0,5,15.88
2117,1,5,6.19
2118,4,6,21.16
2119,4,4,18.64
2120,4,5,7.67
2121,4,4,7.31
2122,3,4,13.22
2123,3,3,19.12
2124,5,6,13.68
2125,2,4,4.56
2126,4,3,6.37
2127,5,3,18.53
2128,5,3,4.98
2129,5,5,10.31
2130,3,5,13.46
2131,2,4,25.92
2132,1,5,10.08
2133,3,3,5.92
2134,2,5,26.05
2135,4,6,12.84
2136,1,4,3.56
2137,1,6,21.84
2138,4,2,14.4
2139,1,5,11.68
2140,1,6,20.59
2141,1,3,4.32
2142,0,3,12.51
2143,0,3,27.97
2144,1,4,28.19
2145,1,2,5.12
2146,5,3,6.14
2147,2,4,6.08
2148,1,3,14.63
2149,0,4,5.4
2150,0,3,2.24
2151,4,6,18.96
2152,4,5,4.58
2153,3,5,7
2154,2,4,12.28
2155,3,6,21
2156,2,5,30.46
2157,3,4,17.4
2158,3,2,9.36
2159,2,4,8.76
2160,1,3,7.61
2161,1,4,13.14
2162,0,4,31.33
2163,0,5,4.62
2164,4,7,6.65
2165,4,4,5.38
2166,1,5,16.76
2167,4,4,12.01
2168,0,3,13
2169,3,5,6.63
2170,4,5,6.84
2171,1,4,11.59
2172,4,4,22.32
2173,4,3,5.69
2174,0,6,7.8
2175,1,3,4.62
2176,4,4,10.12
2177,3,5,8.58
2178,4,3,13.43
2179,2,4,18.29
2180,3,5,3.02
2181,2,4,19.21
2182,5,4,8.96
2183,3,2,7.88
2184,5,6,28.64
2185,4,4,5.42
2186,5,4,23.31
2187,4,6,9.86
2188,1,4,19.82
2189,4,5,12.01
2190,5,4,22.44
2191,3,3,15.66
2192,0,3,13.36
2193,2,4,16.29
2194,2,3,28.22
2195,3,6,28.3
2196,4,5,41.47
2197,4,4,11.65
2198,0,3,10.16
2199,1,2,9.04
2200,4,4,25.06
2201,3,5,7.38
2202,2,4,13.72
2203,1,3,16.34
2204,3,5,6.97
2205,2,5,15.4
2206,0,2,9.65
2207,5,2,10.64
2208,5,5,34.66
2209,5,4,6.84
2210,4,6,8.12
2211,3,6,13.33
2212,2,5,12.89
2213,5,6,23.1
2214,4,3,11.58
2215,4,3,9.39
2216,0,3,1.78
2217,4,5,15.54
2218,2,4,4.37
2219,1,5,23.06
2220,3,4,20.02
2221,2,5,5.12
2222,1,5,4.95
2223,2,3,20.25
2224,1,5,26.12
2225,3,3,9.04
2226,2,6,13.3
2227,2,4,8.76
2228,1,4,1.6
2229,3,4,26.64
2230,5,5,7.29
2231,3,5,5.85
2232,3,2,4.99
2233,4,7,25.16
2234,1,3,16.02
2235,2,3,7.9
2236,1,3,25.49
2237,2,4,8.19
2238,0,6,18.4
2239,5,5,28
2240,1,3,30.86
2241,2,4,6.69
2242,1,5,6.84
2243,4,4,8.28
2244,5,5,19.14
2245,1,4,22.97
2246,2,6,3.17
2247,2,3,12.2
2248,1,5,3.59
2249,4,4,20.75
2250,4,4,17.47
2251,1,3,8.55
2252,4,4,19.13
2253,1,5,32.17
2254,0,5,16.1
2255,5,5,15.64
2256,0,4,15.96
2257,5,6,18.92
2258,5,6,30.36
2259,3,1,3.75
2260,5,4,6.38
2261,0,5,17.25
2262,3,4,10.53
2263,5,2,10.7
2264,3,3,7.4
2265,0,4,27.6
2266,3,4,2.75
2267,3,5,2.7
2268,4,5,22.63
2269,2,6,21.6
2270,1,6,18.56
2271,3,5,9.57
2272,4,4,16.26
2273,4,3,1.59
2274,4,4,8.27
2275,4,3,22.5
2276,4,4,9.31
2277,3,3,20.16
2278,3,5,7.97
2279,2,4,16.9
2280,2,3,13.52
2281,4,3,3.59
2282,3,3,17.19
2283,4,6,18.11
2284,3,6,12.32
2285,4,2,16.15
2286,1,3,6.7
2287,4,4,7.13
2288,2,6,20.42
2289,4,3,4.54
2290,4,5,4.18
2291,1,3,7.02
2292,1,4,11.53
2293,2,3,7.41
2294,2,2,10.98
2295,3,4,12.98
2296,2,3,1.68
2297,0,4,8.37
2298,3,4,7.9
2299,1,3,15.42
2300,0,3,29.52
2301,4,3,12.54
2302,3,3,8
2303,2,5,19.27
2304,4,4,5.88
2305,3,3,8.34
2306,1,3,6.34
2307,5,3,9.39
2308,0,3,11.68
2309,1,5,15.93
2310,2,5,4.27
2311,1,6,4.56
2312,3,5,13.35
2313,4,3,3.06
2314,4,3,2.66
2315,5,4,4.56
2316,5,3,13.96
2317,4,4,12.85
2318,3,3,22.91
2319,2,5,4.85
2320,4,3,16.76
2321,4,4,37.92
2322,2,2,6.73
2323,4,5,8.77
2324,4,5,19.15
2325,2,3,13.63
2326,3,3,1.8
2327,3,3,13.34
2328,2,3,17.23
2329,2,2,14.42
2330,1,4,24.91
2331,1,5,19.54
2332,2,3,7.22
2333,0,3,11.36
2334,5,3,13.65
2335,0,4,9.96
2336,3,4,4.78
2337,3,5,11.42
2338,1,5,15.18
2339,2,4,1.82
2340,3,6,12.19
2341,2,2,8.77
2342,4,4,12.38
2343,1,6,13.44
2344,3,4,39.2
2345,0,4,11.68
2346,5,3,16.25
2347,3,4,9.77
2348,5,5,14.03
2349,0,4,17.95
2350,2,2,6.34
2351,2,4,12.04
2352,3,5,6.52
2353,3,4,4.64
2354,2,4,3.71
2355,3,3,19.52
2356,3,3,7.33
2357,3,5,5.85
2358,3,4,13.3
2359,3,6,10.44
2360,2,2,10.85
2361,1,5,4.92
2362,5,5,4.28
2363,2,5,13.54
2364,4,4,6.6
2365,5,6,3.33
2366,1,5,23.83
2367,2,5,16.27
2368,4,6,11.04
2369,1,4,10.47
2370,5,2,6.72
2371,1,3,2.14
2372,5,3,3.82
2373,3,6,14.21
2374,4,4,25.67
2375,5,4,14.11
2376,3,5,19.47
2377,4,4,21.9
2378,1,5,26.12
2379,2,6,5.96
2380,4,3,13.8
2381,2,6,6.05
2382,2,4,19.82
2383,2,3,6.24
2384,4,5,29.16
2385,0,4,10.3
2386,2,5,15.74
2387,2,5,7.3
2388,5,4,16.54
2389,2,5,22.78
2390,1,6,9
2391,3,3,10.16
2392,4,5,39.83
2393,1,5,9.71
2394,2,5,13.97
2395,4,5,36.66
2396,0,5,5.76
2397,4,6,36.62
2398,3,4,8.71
2399,2,4,4.38
2400,0,3,9.77
2401,2,6,11.14
2402,1,3,7.2
2403,2,4,16.8
2404,1,3,4.91
2405,5,5,8.57
2406,4,5,6.44
2407,4,3,16.51
2408,0,3,9.28
2409,2,6,11.93
2410,3,3,10.38
2411,3,4,16.53
2412,5,2,2.88
2413,3,4,4.59
2414,2,4,13.99
2415,4,5,21.78
2416,4,4,18.9
2417,3,3,22.68
2418,1,4,18.32
2419,2,5,30.26
2420,5,3,10.88
2421,1,5,28.95
2422,4,3,29.48
2423,2,2,15.75
2424,2,4,26.54
2425,2,1,2.61
2426,1,4,15.94
2427,2,4,20.01
2428,2,3,5.52
2429,2,5,3.98
2430,3,5,34.92
2431,4,2,4.25
2432,0,5,10.73
2433,3,4,2.48
2434,3,6,9
2435,1,4,10.95
2436,1,5,7.98
2437,4,3,8.59
2438,1,4,19.66
2439,5,5,23.8
2440,4,6,10.16
2441,3,5,20.3
2442,3,3,25.49
2443,0,4,3.53
2444,3,6,15.04
2445,1,3,11.29
2446,4,5,9.58
2447,4,5,39.75
2448,2,4,8.96
2449,2,2,6.73
2450,4,4,19.07
2451,2,4,8.56
2452,4,5,11.39
2453,5,3,4.97
2454,1,5,12.41
2455,3,4,7.82
2456,4,6,29.88
2457,3,4,29.34
2458,2,4,21.02
2459,5,6,25.28
2460,1,5,6.19
2461,4,4,37.37
2462,4,4,9.2
2463,2,6,14.62
2464,2,5,16.83
2465,2,5,5.06
2466,3,4,6.64
2467,5,6,39.15
2468,3,4,1.54
2469,2,5,37.24
2470,5,3,7.61
2471,0,3,12.04
2472,2,4,31.56
2473,3,4,6.04
2474,3,3,21.54
2475,5,3,14.5
2476,3,4,37.93
2477,4,6,9.18
2478,2,4,2.51
2479,4,4,16.42
2480,1,2,2.28
2481,3,3,18.9
2482,4,5,12.35
2483,5,4,7.72
2484,3,3,11.34
2485,1,4,5.11
2486,1,6,18.68
2487,0,5,20.16
2488,1,4,12.53
2489,1,5,5.18
2490,3,5,22.41
2491,4,6,15.12
2492,2,6,8.32
2493,4,3,6.21
2494,0,5,4.27
2495,3,3,12.16
2496,2,4,16.22
2497,0,3,17.9
2498,0,3,8.31
2499,3,4,3.6
2500,4,4,14.22
2501,2,5,12.28
2502,0,3,6.18
2503,3,2,10.73
2504,3,2,3.19
2505,3,2,9.58
2506,4,6,13.22
2507,1,5,22.69
2508,3,5,5.51
2509,4,5,3.78
2510,0,3,5.73
2511,0,5,8.85
2512,4,3,4.31
2513,1,3,6.72
2514,3,3,17.64
2515,1,5,26.36
2516,3,6,20.59
2517,3,6,15.05
2518,2,4,32.51
2519,4,5,22.43
2520,5,3,16.74
2521,5,3,8.61
2522,4,3,17.93
2523,4,4,10.73
2524,2,4,5.32
2525,2,3,9.32
2526,1,3,18.21
2527,1,1,4.26
2528,1,3,19.14
2529,1,2,6.85
2530,0,5,6.93
2531,2,3,10.92
2532,4,6,5.43
2533,2,4,13.16
2534,2,3,17.76
2535,0,5,16.12
2536,1,3,15.12
2537,4,4,4.47
2538,0,4,20.86
2539,3,4,7.29
2540,5,5,4.47
2541,4,4,11.6
2542,1,4,8.63
2543,5,4,6.09
2544,2,4,13.12
2545,1,3,4.39
2546,1,2,8.69
2547,0,4,5.83
2548,0,4,8.26
2549,3,4,19.3
2550,4,5,28.15
2551,1,5,18.02
2552,0,5,18.41
2553,2,5,14.96
2554,4,3,17.26
2555,2,4,6.63
2556,1,6,12.31
2557,3,2,1.22
2558,2,5,12.35
2559,1,3,10.38
2560,4,2,10.92
2561,5,6,41.69
2562,5,5,11.64
2563,4,5,6.43
2564,1,5,15.3
2565,3,3,8.15
2566,2,4,20.74
2567,4,4,8.09
2568,2,5,24.6
2569,2,5,18.16
2570,2,4,3.81
2571,4,4,7.04
2572,0,3,5.13
2573,1,6,4.59
2574,1,4,31.14
2575,0,4,15.54
2576,0,3,4.18
2577,0,4,20.25
2578,3,5,11.04
2579,1,4,1.95
2580,3,3,16.3
2581,1,3,5.04
2582,2,2,5.89
2583,3,4,8.55
2584,5,4,15.48
2585,1,3,8.75
2586,2,5,10.88
2587,1,5,13.11
2588,3,4,11.14
2589,3,4,7.81
2590,3,4,3.12
2591,2,3,2
2592,2,1,2.57
2593,1,4,7.1
2594,1,3,15.64
2595,0,5,22.14
2596,1,4,12.28
2597,1,3,4.13
2598,1,1,9.02
2599,1,4,11.44
2600,2,5,23.12
2601,0,5,9.67
2602,3,3,15.53
2603,3,4,8.78
2604,0,2,11.83
2605,1,5,17.63
2606,3,4,5.7
2607,4,3,5.96
2608,3,4,18.14
2609,3,5,15.09
2610,3,3,12
2611,2,4,16.69
2612,1,4,5.29
2613,3,4,12.99
2614,1,2,7.99
2615,4,5,3.54
2616,3,2,4.78
2617,4,6,17.12
2618,4,3,20.98
2619,3,5,2.76
2620,1,3,5.32
2621,3,6,4.4
2622,5,5,6.3
2623,2,3,11.16
2624,3,3,9.25
2625,4,5,9.28
2626,5,5,8.19
2627,1,2,2.95
2628,0,6,4.44
2629,3,4,7.61
2630,2,4,20.83
2631,4,3,11.71
2632,1,4,14.94
2633,3,4,10.14
2634,1,3,14.85
2635,4,5,15.83
2636,5,5,6.48
2637,2,4,4.48
